sample_id	tissue
GTEX-WYJK-2526-SM-4ONDF	Stomach
GTEX-WYVS-0004-SM-4ONDT	Cells - EBV-transformed lymphocytes
GTEX-WYVS-0006-SM-3NMA7	Whole Blood
GTEX-WYVS-0008-SM-4ONDY	Cells - Cultured fibroblasts
GTEX-WYVS-0126-SM-4ONDH	Spleen
GTEX-WYVS-0226-SM-4ONDK	Adrenal Gland
GTEX-WYVS-0326-SM-3NM9V	Thyroid
GTEX-WYVS-0426-SM-4ONDL	Artery - Aorta
GTEX-WYVS-0526-SM-3NM9W	Lung
GTEX-WYVS-0626-SM-4SOJY	Adipose - Visceral (Omentum)
GTEX-WYVS-0726-SM-4ONDO	Esophagus - Mucosa
GTEX-WYVS-0826-SM-4RTXB	Esophagus - Muscularis
GTEX-WYVS-0926-SM-4SOJV	Pancreas
GTEX-WYVS-1026-SM-4SOJW	Esophagus - Gastroesophageal Junction
GTEX-WYVS-1126-SM-4SOJX	Colon - Sigmoid
GTEX-WYVS-1226-SM-4ONCL	Uterus
GTEX-WYVS-1326-SM-4ONCQ	Stomach
GTEX-WYVS-1426-SM-4ONCV	Vagina
GTEX-WYVS-1526-SM-4OND4	Ovary
GTEX-WYVS-1626-SM-3NM9R	Skin - Not Sun Exposed (Suprapubic)
GTEX-WYVS-1726-SM-3NMAY	Breast - Mammary Tissue
GTEX-WYVS-1826-SM-4OND6	Colon - Transverse
GTEX-WYVS-1926-SM-4PQZ2	Liver
GTEX-WYVS-2026-SM-4RGNS	Minor Salivary Gland
GTEX-WYVS-2126-SM-3NMA3	Skin - Sun Exposed (Lower leg)
GTEX-WYVS-2326-SM-3NMAI	Muscle - Skeletal
GTEX-WYVS-2426-SM-3NMA9	Nerve - Tibial
GTEX-WYVS-2526-SM-3NMAT	Artery - Tibial
GTEX-WZTO-0001-SM-4PQZY	Cells - EBV-transformed lymphocytes
GTEX-WZTO-0006-SM-3NM9T	Whole Blood
GTEX-WZTO-0008-SM-4PQZZ	Cells - Cultured fibroblasts
GTEX-WZTO-0011-R10B-SM-4E3KB	Brain - Frontal Cortex (BA9)
GTEX-WZTO-0011-R11A-SM-4E3K9	Brain - Cerebellar Hemisphere
GTEX-WZTO-0011-R1B-SM-3NMAR	Brain - Hippocampus
GTEX-WZTO-0011-R3B-SM-3NMC6	Brain - Anterior cingulate cortex (BA24)
GTEX-WZTO-0011-R4A-SM-3NMC7	Brain - Amygdala
GTEX-WZTO-0011-R5B-SM-3NMC5	Brain - Caudate (basal ganglia)
GTEX-WZTO-0011-R6B-SM-4E3J6	Brain - Nucleus accumbens (basal ganglia)
GTEX-WZTO-0011-R7B-SM-4E3IS	Brain - Putamen (basal ganglia)
GTEX-WZTO-0011-R8A-SM-4E3II	Brain - Hypothalamus
GTEX-WZTO-0126-SM-3NM95	Skin - Sun Exposed (Lower leg)
GTEX-WZTO-0326-SM-4PQYZ	Testis
GTEX-WZTO-0426-SM-3NM99	Lung
GTEX-WZTO-0626-SM-4PQYY	Liver
GTEX-WZTO-0826-SM-3NM8Q	Muscle - Skeletal
GTEX-WZTO-0926-SM-4PQZ3	Prostate
GTEX-WZTO-1026-SM-3NM9P	Nerve - Tibial
GTEX-WZTO-1126-SM-3NM93	Artery - Tibial
GTEX-WZTO-1226-SM-3NMAZ	Heart - Atrial Appendage
GTEX-WZTO-1326-SM-3NM8X	Heart - Left Ventricle
GTEX-WZTO-1526-SM-4PQYQ	Esophagus - Muscularis
GTEX-WZTO-1626-SM-4PQYR	Artery - Aorta
GTEX-WZTO-1726-SM-4PQYV	Esophagus - Gastroesophageal Junction
GTEX-WZTO-2126-SM-4PQYW	Stomach
GTEX-WZTO-2826-SM-3NM8P	Brain - Cerebellum
GTEX-WZTO-2926-SM-3NM9I	Brain - Cortex
GTEX-WZTO-3026-SM-3NMA2	Pituitary
GTEX-X15G-0001-SM-4PQZV	Cells - EBV-transformed lymphocytes
GTEX-X15G-0005-SM-3NMDA	Whole Blood
GTEX-X15G-0008-SM-4PR2D	Cells - Cultured fibroblasts
GTEX-X15G-0426-SM-4PQZ6	Heart - Left Ventricle
GTEX-X15G-0526-SM-3NMB7	Thyroid
GTEX-X15G-0626-SM-EVR32	Lung
GTEX-X15G-0726-SM-4PQZ5	Pancreas
GTEX-X15G-0826-SM-4PQZD	Esophagus - Mucosa
GTEX-X15G-0926-SM-4PQZE	Esophagus - Muscularis
GTEX-X15G-1026-SM-4PQZF	Esophagus - Gastroesophageal Junction
GTEX-X15G-1126-SM-4PQZG	Stomach
GTEX-X15G-1326-SM-4PQZJ	Colon - Transverse
GTEX-X15G-1426-SM-4PQZK	Small Intestine - Terminal Ileum
GTEX-X15G-1526-SM-4PQZM	Colon - Sigmoid
GTEX-X15G-1626-SM-3NMB3	Breast - Mammary Tissue
GTEX-X15G-1726-SM-4PQZN	Ovary
GTEX-X15G-1926-SM-4PQZQ	Vagina
GTEX-X15G-2126-SM-4PQZR	Minor Salivary Gland
GTEX-X15G-2326-SM-4PQZS	Adipose - Subcutaneous
GTEX-X15G-2526-SM-4PQZT	Nerve - Tibial
GTEX-X261-0005-SM-4PQYX	Whole Blood
GTEX-X261-0008-SM-4PR11	Cells - Cultured fibroblasts
GTEX-X261-0011-R10B-SM-4E3JT	Brain - Frontal Cortex (BA9)
GTEX-X261-0011-R11A-SM-4E3JY	Brain - Cerebellar Hemisphere
GTEX-X261-0011-R5A-SM-3NMB4	Brain - Caudate (basal ganglia)
GTEX-X261-0011-R6B-SM-4E3J8	Brain - Nucleus accumbens (basal ganglia)
GTEX-X261-0011-R7A-SM-4E3JJ	Brain - Putamen (basal ganglia)
GTEX-X261-0011-R8A-SM-4E3I5	Brain - Hypothalamus
GTEX-X261-0126-SM-3NMD6	Skin - Sun Exposed (Lower leg)
GTEX-X261-0226-SM-3NMD2	Adipose - Subcutaneous
GTEX-X261-0326-SM-3NMD4	Muscle - Skeletal
GTEX-X261-0526-SM-4PQYS	Artery - Tibial
GTEX-X261-0626-SM-3NMD9	Breast - Mammary Tissue
GTEX-X261-0726-SM-EZ6MH	Thyroid
GTEX-X261-0926-SM-3NMCY	Heart - Atrial Appendage
GTEX-X261-1026-SM-3NMDL	Lung
GTEX-X261-1426-SM-4PQZ1	Heart - Left Ventricle
GTEX-X261-1726-SM-4PQYT	Liver
GTEX-X261-2326-SM-4PQYU	Testis
GTEX-X261-2426-SM-4PQZU	Minor Salivary Gland
GTEX-X261-3126-SM-4PQZC	Brain - Cerebellum
GTEX-X261-3226-SM-3NMC3	Pituitary
GTEX-X3Y1-0001-SM-4PQYP	Cells - EBV-transformed lymphocytes
GTEX-X3Y1-0006-SM-3P5ZG	Whole Blood
GTEX-X3Y1-0008-SM-4PR12	Cells - Cultured fibroblasts
GTEX-X3Y1-0126-SM-4PQZA	Spleen
GTEX-X3Y1-0226-SM-3P5Z5	Heart - Atrial Appendage
GTEX-X3Y1-0326-SM-4PQZ7	Artery - Aorta
GTEX-X3Y1-0426-SM-3P5Z4	Heart - Left Ventricle
GTEX-X3Y1-0626-SM-3P5YS	Lung
GTEX-X3Y1-0726-SM-3P5YU	Pancreas
GTEX-X3Y1-0926-SM-3P5YT	Adipose - Visceral (Omentum)
GTEX-X3Y1-1126-SM-4PQZ9	Esophagus - Gastroesophageal Junction
GTEX-X3Y1-1226-SM-4PQZ8	Esophagus - Muscularis
GTEX-X3Y1-1326-SM-4PQZB	Esophagus - Mucosa
GTEX-X3Y1-1726-SM-4PQZL	Colon - Transverse
GTEX-X3Y1-1926-SM-4PQZO	Minor Salivary Gland
GTEX-X3Y1-2026-SM-3P5YM	Skin - Not Sun Exposed (Suprapubic)
GTEX-X3Y1-2426-SM-3P5Z7	Nerve - Tibial
GTEX-X3Y1-2626-SM-4PQZI	Testis
GTEX-X3Y1-2726-SM-4PQZH	Liver
GTEX-X4EO-0004-SM-4QARM	Cells - EBV-transformed lymphocytes
GTEX-X4EO-0006-SM-3P5ZF	Whole Blood
GTEX-X4EO-0008-SM-4QASS	Cells - Cultured fibroblasts
GTEX-X4EO-0126-SM-3P5YN	Nerve - Tibial
GTEX-X4EO-0326-SM-3P5YO	Skin - Sun Exposed (Lower leg)
GTEX-X4EO-0426-SM-4QASA	Adipose - Subcutaneous
GTEX-X4EO-0526-SM-3P5Z3	Muscle - Skeletal
GTEX-X4EO-0926-SM-3P5Z2	Lung
GTEX-X4EO-1026-SM-4QARP	Artery - Aorta
GTEX-X4EO-1126-SM-4QARQ	Liver
GTEX-X4EO-1226-SM-4QARR	Esophagus - Mucosa
GTEX-X4EO-1726-SM-4QARN	Adrenal Gland
GTEX-X4EO-2426-SM-4QASD	Ovary
GTEX-X4EO-2526-SM-EWRM8	Colon - Transverse
GTEX-X4EO-2726-SM-4E3HS	Colon - Sigmoid
GTEX-X4EO-2926-SM-4E3JH	Skin - Not Sun Exposed (Suprapubic)
GTEX-X4EP-0004-SM-4PQZX	Cells - EBV-transformed lymphocytes
GTEX-X4EP-0005-SM-3P5ZE	Whole Blood
GTEX-X4EP-0008-SM-4PQYO	Cells - Cultured fibroblasts
GTEX-X4EP-0011-R10B-SM-4QASJ	Brain - Frontal Cortex (BA9)
GTEX-X4EP-0011-R11B-SM-4QASK	Brain - Cerebellar Hemisphere
GTEX-X4EP-0011-R1A-SM-3P624	Brain - Hippocampus
GTEX-X4EP-0011-R3A-SM-3P626	Brain - Anterior cingulate cortex (BA24)
GTEX-X4EP-0011-R4B-SM-3P627	Brain - Amygdala
GTEX-X4EP-0011-R6A-SM-3P629	Brain - Nucleus accumbens (basal ganglia)
GTEX-X4EP-0011-R8B-SM-4QASL	Brain - Hypothalamus
GTEX-X4EP-0126-SM-3P5YV	Skin - Sun Exposed (Lower leg)
GTEX-X4EP-0326-SM-3P5Z6	Heart - Atrial Appendage
GTEX-X4EP-0526-SM-3P5YW	Lung
GTEX-X4EP-0626-SM-3P621	Skin - Not Sun Exposed (Suprapubic)
GTEX-X4EP-0726-SM-3P5YJ	Nerve - Tibial
GTEX-X4EP-0826-SM-3P5YK	Artery - Tibial
GTEX-X4EP-1026-SM-4QAS5	Liver
GTEX-X4EP-1426-SM-4PQZP	Artery - Aorta
GTEX-X4EP-1626-SM-4QAS6	Esophagus - Mucosa
GTEX-X4EP-2926-SM-3P5YQ	Breast - Mammary Tissue
GTEX-X4EP-3026-SM-3P5YP	Brain - Cerebellum
GTEX-X4EP-3226-SM-3P5YR	Pituitary
GTEX-X4LF-0002-SM-4QASG	Cells - EBV-transformed lymphocytes
GTEX-X4LF-0006-SM-3NMCO	Whole Blood
GTEX-X4LF-0008-SM-4QAST	Cells - Cultured fibroblasts
GTEX-X4LF-0126-SM-4QAS7	Adrenal Gland
GTEX-X4LF-0226-SM-4QAS8	Spleen
GTEX-X4LF-0326-SM-4QAS9	Pancreas
GTEX-X4LF-0426-SM-3NMB5	Thyroid
GTEX-X4LF-0526-SM-3NMB6	Lung
GTEX-X4LF-0626-SM-4QASB	Esophagus - Mucosa
GTEX-X4LF-0826-SM-4QASC	Esophagus - Gastroesophageal Junction
GTEX-X4LF-1726-SM-3NMBZ	Adipose - Subcutaneous
GTEX-X4XX-0005-SM-3NMCS	Whole Blood
GTEX-X4XX-0008-SM-46MVK	Cells - Cultured fibroblasts
GTEX-X4XX-0011-R10B-SM-46MWO	Brain - Frontal Cortex (BA9)
GTEX-X4XX-0011-R11A-SM-46MWQ	Brain - Cerebellar Hemisphere
GTEX-X4XX-0011-R1B-SM-3P622	Brain - Hippocampus
GTEX-X4XX-0011-R2A-SM-3P623	Brain - Substantia nigra
GTEX-X4XX-0011-R3B-SM-46MWK	Brain - Anterior cingulate cortex (BA24)
GTEX-X4XX-0011-R4B-SM-46MWL	Brain - Amygdala
GTEX-X4XX-0011-R5A-SM-46MWN	Brain - Caudate (basal ganglia)
GTEX-X4XX-0011-R6B-SM-46MWP	Brain - Nucleus accumbens (basal ganglia)
GTEX-X4XX-0011-R8B-SM-46MWM	Brain - Hypothalamus
GTEX-X4XX-0126-SM-3NMC2	Skin - Sun Exposed (Lower leg)
GTEX-X4XX-0626-SM-3NMC1	Muscle - Skeletal
GTEX-X4XX-0926-SM-46MV7	Thyroid
GTEX-X4XX-1026-SM-4QARO	Lung
GTEX-X4XX-1126-SM-3NMBY	Heart - Atrial Appendage
GTEX-X4XX-2926-SM-3NMB1	Brain - Cerebellum
GTEX-X4XX-3026-SM-3NMB2	Brain - Cortex
GTEX-X4XY-0006-SM-46MV2	Whole Blood
GTEX-X4XY-0008-SM-46MVL	Cells - Cultured fibroblasts
GTEX-X4XY-0011-R10B-SM-46MWS	Brain - Frontal Cortex (BA9)
GTEX-X4XY-0011-R3B-SM-EXOHI	Brain - Anterior cingulate cortex (BA24)
GTEX-X4XY-0011-R6B-SM-46MVB	Brain - Nucleus accumbens (basal ganglia)
GTEX-X4XY-0011-R8A-SM-46MVC	Brain - Hypothalamus
GTEX-X4XY-0226-SM-4E3IZ	Skin - Sun Exposed (Lower leg)
GTEX-X4XY-0326-SM-46MVZ	Adipose - Subcutaneous
GTEX-X4XY-0526-SM-46MW1	Artery - Tibial
GTEX-X4XY-0626-SM-4E3IN	Muscle - Skeletal
GTEX-X4XY-0826-SM-4E3JM	Thyroid
GTEX-X4XY-0926-SM-4E3JD	Breast - Mammary Tissue
GTEX-X4XY-1026-SM-46MVX	Lung
GTEX-X4XY-1526-SM-4QASE	Artery - Aorta
GTEX-X4XY-1626-SM-46MVN	Liver
GTEX-X4XY-1726-SM-46MVO	Esophagus - Mucosa
GTEX-X4XY-3026-SM-EWRM9	Brain - Cortex
GTEX-X585-0002-SM-46MVA	Cells - EBV-transformed lymphocytes
GTEX-X585-0005-SM-46MV3	Whole Blood
GTEX-X585-0008-SM-46MU4	Cells - Cultured fibroblasts
GTEX-X585-0011-R10A-SM-46MUY	Brain - Frontal Cortex (BA9)
GTEX-X585-0011-R11B-SM-46MUZ	Brain - Cerebellar Hemisphere
GTEX-X585-0011-R1B-SM-46MVE	Brain - Hippocampus
GTEX-X585-0011-R2B-SM-46MVF	Brain - Substantia nigra
GTEX-X585-0011-R3B-SM-46MVG	Brain - Anterior cingulate cortex (BA24)
GTEX-X585-0011-R4B-SM-46MVH	Brain - Amygdala
GTEX-X585-0011-R5A-SM-46MVI	Brain - Caudate (basal ganglia)
GTEX-X585-0011-R6A-SM-46MVJ	Brain - Nucleus accumbens (basal ganglia)
GTEX-X585-0011-R8A-SM-46MUX	Brain - Hypothalamus
GTEX-X585-0226-SM-4QAS2	Skin - Sun Exposed (Lower leg)
GTEX-X585-0426-SM-4E3JZ	Nerve - Tibial
GTEX-X585-1026-SM-46MW6	Lung
GTEX-X585-1226-SM-46MW7	Esophagus - Mucosa
GTEX-X585-1426-SM-4E3JO	Esophagus - Gastroesophageal Junction
GTEX-X585-1826-SM-4QAS3	Spleen
GTEX-X585-2426-SM-46MW2	Skin - Not Sun Exposed (Suprapubic)
GTEX-X585-2526-SM-4QAS1	Adipose - Visceral (Omentum)
GTEX-X585-3026-SM-46MWF	Brain - Cortex
GTEX-X585-3126-SM-4QASH	Pituitary
GTEX-X5EB-0004-SM-46MWA	Cells - EBV-transformed lymphocytes
GTEX-X5EB-0006-SM-46MV5	Whole Blood
GTEX-X5EB-0008-SM-46MU3	Cells - Cultured fibroblasts
GTEX-X5EB-0326-SM-4QASF	Artery - Coronary
GTEX-X5EB-0426-SM-46MVY	Lung
GTEX-X5EB-0526-SM-46MVP	Pancreas
GTEX-X5EB-0626-SM-46MVQ	Heart - Atrial Appendage
GTEX-X5EB-0726-SM-46MVR	Thyroid
GTEX-X5EB-0926-SM-46MVT	Colon - Transverse
GTEX-X5EB-1026-SM-46MVU	Esophagus - Gastroesophageal Junction
GTEX-X5EB-1126-SM-46MVV	Colon - Sigmoid
GTEX-X5EB-1426-SM-46MVW	Esophagus - Muscularis
GTEX-X5EB-1626-SM-4E3IV	Small Intestine - Terminal Ileum
GTEX-X5EB-1726-SM-4E3J7	Minor Salivary Gland
GTEX-X5EB-1826-SM-4E3K8	Prostate
GTEX-X5EB-1926-SM-4E3IW	Skin - Not Sun Exposed (Suprapubic)
GTEX-X5EB-2026-SM-4E3KA	Testis
GTEX-X5EB-2226-SM-46MW4	Skin - Sun Exposed (Lower leg)
GTEX-X5EB-2326-SM-46MW5	Muscle - Skeletal
GTEX-X5EB-2426-SM-4E3HX	Adipose - Subcutaneous
GTEX-X5EB-2526-SM-4E3HY	Nerve - Tibial
GTEX-X5EB-2626-SM-4E3HZ	Artery - Tibial
GTEX-X62O-0005-SM-46MV1	Whole Blood
GTEX-X62O-0008-SM-46MU5	Cells - Cultured fibroblasts
GTEX-X62O-0126-SM-4E3JN	Skin - Sun Exposed (Lower leg)
GTEX-X62O-0526-SM-EWRMA	Breast - Mammary Tissue
GTEX-X62O-0826-SM-46MW8	Heart - Atrial Appendage
GTEX-X62O-1626-SM-46MW9	Artery - Tibial
GTEX-X62O-2226-SM-46MW3	Esophagus - Mucosa
GTEX-X62O-2426-SM-EAZB4	Esophagus - Gastroesophageal Junction
GTEX-X638-0003-SM-47JZ1	Cells - EBV-transformed lymphocytes
GTEX-X638-0005-SM-47JX6	Whole Blood
GTEX-X638-0008-SM-47JZ7	Cells - Cultured fibroblasts
GTEX-X638-0126-SM-47JZ8	Skin - Sun Exposed (Lower leg)
GTEX-X638-0226-SM-47JZ9	Adipose - Subcutaneous
GTEX-X638-0326-SM-47JY1	Muscle - Skeletal
GTEX-X638-0426-SM-47JY2	Nerve - Tibial
GTEX-X88G-0004-SM-47JZ6	Cells - EBV-transformed lymphocytes
GTEX-X88G-0006-SM-47JX5	Whole Blood
GTEX-X88G-0008-SM-47JWN	Cells - Cultured fibroblasts
GTEX-X88G-0126-SM-47JZ3	Skin - Sun Exposed (Lower leg)
GTEX-X88G-0226-SM-4GIE4	Adipose - Subcutaneous
GTEX-X88G-0326-SM-47JZ4	Muscle - Skeletal
GTEX-X88G-0426-SM-47JZ5	Artery - Tibial
GTEX-X8HC-0006-SM-46MV6	Whole Blood
GTEX-X8HC-0008-SM-46MU6	Cells - Cultured fibroblasts
GTEX-X8HC-0126-SM-4E3JW	Skin - Sun Exposed (Lower leg)
GTEX-X8HC-0226-SM-4E3K1	Adipose - Subcutaneous
GTEX-X8HC-0526-SM-4E3JA	Muscle - Skeletal
GTEX-X8HC-0626-SM-4E3HQ	Skin - Not Sun Exposed (Suprapubic)
GTEX-X8HC-0726-SM-46MWG	Thyroid
GTEX-X8HC-1026-SM-46MWH	Heart - Atrial Appendage
GTEX-X8HC-1326-SM-46MWB	Esophagus - Gastroesophageal Junction
GTEX-X8HC-1526-SM-46MWD	Esophagus - Muscularis
GTEX-X8HC-1626-SM-46MWE	Heart - Left Ventricle
GTEX-X8HC-2326-SM-4QAS4	Adipose - Visceral (Omentum)
GTEX-X8HC-2726-SM-46MUA	Ovary
GTEX-X8HC-2826-SM-46MWJ	Vagina
GTEX-XAJ8-0006-SM-46MVM	Whole Blood
GTEX-XAJ8-0126-SM-47JYG	Spleen
GTEX-XAJ8-0226-SM-4GIB2	Adipose - Visceral (Omentum)
GTEX-XAJ8-0326-SM-47JYI	Stomach
GTEX-XAJ8-0426-SM-47JYJ	Colon - Transverse
GTEX-XAJ8-0526-SM-47JYK	Small Intestine - Terminal Ileum
GTEX-XAJ8-0626-SM-47JY4	Prostate
GTEX-XAJ8-0726-SM-47JY5	Colon - Sigmoid
GTEX-XAJ8-0826-SM-47JY6	Skin - Sun Exposed (Lower leg)
GTEX-XAJ8-0926-SM-47JXZ	Adipose - Subcutaneous
GTEX-XAJ8-1026-SM-47JY9	Muscle - Skeletal
GTEX-XAJ8-1126-SM-47JYA	Nerve - Tibial
GTEX-XAJ8-1226-SM-47JYS	Artery - Tibial
GTEX-XAJ8-1326-SM-47JYT	Testis
GTEX-XAJ8-1426-SM-47JYM	Skin - Not Sun Exposed (Suprapubic)
GTEX-XBEC-0006-SM-4AT5T	Whole Blood
GTEX-XBEC-0008-SM-4AT3X	Cells - Cultured fibroblasts
GTEX-XBEC-0126-SM-4GIDT	Testis
GTEX-XBEC-0326-SM-4AT4M	Adipose - Subcutaneous
GTEX-XBEC-0426-SM-4QART	Nerve - Tibial
GTEX-XBEC-0526-SM-4QARU	Artery - Tibial
GTEX-XBEC-0626-SM-4QARY	Muscle - Skeletal
GTEX-XBEC-0726-SM-4QARZ	Skin - Not Sun Exposed (Suprapubic)
GTEX-XBEC-1026-SM-4QASM	Lung
GTEX-XBEC-1226-SM-4AT65	Heart - Atrial Appendage
GTEX-XBEC-1326-SM-4AT69	Heart - Left Ventricle
GTEX-XBEC-1526-SM-4AT68	Liver
GTEX-XBEC-1826-SM-4QASN	Adipose - Visceral (Omentum)
GTEX-XBED-0003-SM-47JWP	Cells - EBV-transformed lymphocytes
GTEX-XBED-0006-SM-47JXO	Whole Blood
GTEX-XBED-0008-SM-47JWO	Cells - Cultured fibroblasts
GTEX-XBED-0126-SM-47JY7	Thyroid
GTEX-XBED-0226-SM-47JY8	Pancreas
GTEX-XBED-0526-SM-47JY3	Heart - Left Ventricle
GTEX-XBED-0726-SM-4GIAR	Artery - Aorta
GTEX-XBED-0826-SM-47JYC	Lung
GTEX-XBED-0926-SM-48TCE	Esophagus - Muscularis
GTEX-XBED-1026-SM-48TCB	Esophagus - Mucosa
GTEX-XBED-1126-SM-48TCF	Esophagus - Gastroesophageal Junction
GTEX-XBED-1226-SM-4AT5V	Stomach
GTEX-XBED-1326-SM-4AT4F	Adipose - Visceral (Omentum)
GTEX-XBED-1426-SM-4AT4G	Small Intestine - Terminal Ileum
GTEX-XBED-1526-SM-4AT5W	Colon - Transverse
GTEX-XBED-1626-SM-47JYN	Breast - Mammary Tissue
GTEX-XBED-1726-SM-47JYO	Colon - Sigmoid
GTEX-XBED-1926-SM-47JYP	Skin - Not Sun Exposed (Suprapubic)
GTEX-XBED-2026-SM-4AT5D	Testis
GTEX-XBED-2226-SM-47JYQ	Skin - Sun Exposed (Lower leg)
GTEX-XBED-2326-SM-47JYR	Adipose - Subcutaneous
GTEX-XBED-2426-SM-4AT4O	Artery - Tibial
GTEX-XBED-2526-SM-47JYD	Nerve - Tibial
GTEX-XBED-2626-SM-4E3J5	Muscle - Skeletal
GTEX-XBEW-0002-SM-4AT5O	Cells - EBV-transformed lymphocytes
GTEX-XBEW-0006-SM-4AT4E	Whole Blood
GTEX-XBEW-0008-SM-4AT3Y	Cells - Cultured fibroblasts
GTEX-XBEW-0126-SM-4AT66	Thyroid
GTEX-XBEW-0226-SM-4AT6A	Lung
GTEX-XBEW-0526-SM-4QASO	Artery - Aorta
GTEX-XBEW-0626-SM-4QASP	Skin - Sun Exposed (Lower leg)
GTEX-XBEW-0726-SM-4QARX	Adipose - Subcutaneous
GTEX-XBEW-0826-SM-4QASQ	Artery - Tibial
GTEX-XBEW-0926-SM-4QASR	Nerve - Tibial
GTEX-XBEW-1026-SM-4QARV	Muscle - Skeletal
GTEX-XBEW-1126-SM-4QARW	Skin - Not Sun Exposed (Suprapubic)
GTEX-XBEW-1326-SM-4AT63	Esophagus - Mucosa
GTEX-XBEW-1426-SM-4AT4J	Esophagus - Muscularis
GTEX-XBEW-1526-SM-4AT4K	Esophagus - Gastroesophageal Junction
GTEX-XBEW-1626-SM-4SOJP	Pancreas
GTEX-XBEW-1726-SM-4RGMA	Adipose - Visceral (Omentum)
GTEX-XBEW-1826-SM-4RTWX	Stomach
GTEX-XBEW-1926-SM-4SOJO	Colon - Transverse
GTEX-XGQ4-0004-SM-4AT5S	Cells - EBV-transformed lymphocytes
GTEX-XGQ4-0005-SM-4AT5U	Whole Blood
GTEX-XGQ4-0008-SM-4AT3Z	Cells - Cultured fibroblasts
GTEX-XGQ4-0126-SM-4AT4H	Spleen
GTEX-XGQ4-0226-SM-4GIDS	Pancreas
GTEX-XGQ4-0326-SM-4GIEE	Heart - Left Ventricle
GTEX-XGQ4-0426-SM-4AT4I	Thyroid
GTEX-XGQ4-0526-SM-4AT6C	Heart - Atrial Appendage
GTEX-XGQ4-0626-SM-4AT56	Artery - Coronary
GTEX-XGQ4-0826-SM-4AT4T	Lung
GTEX-XGQ4-0926-SM-4AT4U	Breast - Mammary Tissue
GTEX-XGQ4-1026-SM-4AT4L	Adipose - Visceral (Omentum)
GTEX-XGQ4-1226-SM-4AT67	Colon - Transverse
GTEX-XGQ4-1326-SM-4GIDU	Small Intestine - Terminal Ileum
GTEX-XGQ4-1526-SM-4AT6H	Esophagus - Mucosa
GTEX-XGQ4-1626-SM-4AT6J	Esophagus - Gastroesophageal Junction
GTEX-XGQ4-1826-SM-4AT6F	Prostate
GTEX-XGQ4-2026-SM-4AT6G	Testis
GTEX-XGQ4-2226-SM-4AT4Y	Adipose - Subcutaneous
GTEX-XGQ4-2326-SM-4AT53	Muscle - Skeletal
GTEX-XGQ4-2426-SM-4AT55	Artery - Tibial
GTEX-XGQ4-2526-SM-4AT57	Nerve - Tibial
GTEX-XGQ4-2626-SM-4AT6B	Minor Salivary Gland
GTEX-XK95-0005-SM-4AT4S	Whole Blood
GTEX-XK95-0008-SM-4AT5G	Cells - Cultured fibroblasts
GTEX-XK95-0226-SM-4AT58	Skin - Not Sun Exposed (Suprapubic)
GTEX-XK95-0426-SM-4AT4R	Adipose - Subcutaneous
GTEX-XK95-1026-SM-4GIDV	Esophagus - Mucosa
GTEX-XK95-2726-SM-4V6G6	Testis
GTEX-XLM4-0004-SM-4AT5I	Cells - EBV-transformed lymphocytes
GTEX-XLM4-0005-SM-4AT4P	Whole Blood
GTEX-XLM4-0008-SM-4AT4W	Cells - Cultured fibroblasts
GTEX-XLM4-0011-R10A-SM-4AT5P	Brain - Frontal Cortex (BA9)
GTEX-XLM4-0011-R2B-SM-4AT5Z	Brain - Substantia nigra
GTEX-XLM4-0011-R3B-SM-4AT6E	Brain - Anterior cingulate cortex (BA24)
GTEX-XLM4-0011-R4B-SM-4AT5C	Brain - Amygdala
GTEX-XLM4-0011-R6A-SM-4AT4B	Brain - Nucleus accumbens (basal ganglia)
GTEX-XLM4-0011-R7A-SM-4AT5L	Brain - Putamen (basal ganglia)
GTEX-XLM4-0011-R8A-SM-4AT44	Brain - Hypothalamus
GTEX-XLM4-0011-R9A-SM-4AT45	Brain - Spinal cord (cervical c-1)
GTEX-XLM4-0226-SM-4AT4N	Adipose - Subcutaneous
GTEX-XLM4-0426-SM-4AT54	Artery - Tibial
GTEX-XLM4-0726-SM-4AT64	Thyroid
GTEX-XLM4-1026-SM-4AT51	Adipose - Visceral (Omentum)
GTEX-XLM4-1526-SM-4AT6D	Testis
GTEX-XLM4-2026-SM-4AT4X	Heart - Atrial Appendage
GTEX-XLM4-2326-SM-4AT5E	Esophagus - Mucosa
GTEX-XLM4-2926-SM-4AT59	Brain - Cerebellum
GTEX-XLM4-3026-SM-4AT6L	Brain - Cortex
GTEX-XLM4-3126-SM-4AT6M	Pituitary
GTEX-XMD1-0006-SM-4AT4Q	Whole Blood
GTEX-XMD1-0008-SM-4AT41	Cells - Cultured fibroblasts
GTEX-XMD1-0011-R10A-SM-4AT4A	Brain - Frontal Cortex (BA9)
GTEX-XMD1-0011-R11A-SM-4AT5J	Brain - Cerebellar Hemisphere
GTEX-XMD1-0011-R1A-SM-4AT4C	Brain - Hippocampus
GTEX-XMD1-0011-R2B-SM-4AT5N	Brain - Substantia nigra
GTEX-XMD1-0011-R3B-SM-4AT5R	Brain - Anterior cingulate cortex (BA24)
GTEX-XMD1-0011-R5A-SM-4AT47	Brain - Caudate (basal ganglia)
GTEX-XMD1-0011-R6A-SM-4AT5K	Brain - Nucleus accumbens (basal ganglia)
GTEX-XMD1-0011-R8A-SM-4AT48	Brain - Hypothalamus
